alpha_deg,CL,CD,CM
0,0.17966666666666667,0.0033616666666666664,-0.05
1,0.28151666666666664,0.004643333333333333,-0.0493
2,0.39925,0.006024999999999999,-0.0592
3,0.6111,0.00769,-0.0585
4,0.7064,0.00829,-0.0552
5,0.8024,0.00902,-0.052
6,0.8967,0.01016,-0.0488
7,0.9858,0.01202,-0.0452
8,1.0709,0.01427,-0.0413
9,1.1528,0.01657,-0.0369
10,1.2272,0.01904,-0.0316
11,1.2806,0.0221,-0.0234
12,1.3248,0.02599,-0.0159
13,1.3552,0.03161,-0.0097
14,1.3682,0.03987,-0.0056
15,1.3815,0.04932,-0.0045
16,,,
17,,,
18,0.4060126630210258,0.0581543252128285,
19,0.42526816408119844,0.06455072552675317,
20,0.444005541390977,0.07123946707027118,
21,0.4622019663423813,0.07821240064213345,
22,0.47983526939455234,0.08546103079688071,
23,0.4968839670839233,0.09297652619523533,
24,0.51332728819851,0.10074973036372767,
25,0.529145199084434,0.10877117285044878,
26,0.5443184280538432,0.11703108076333704,
27,0.5588284888644949,0.1255193906769419,
28,0.5726577032423951,0.1342257608931576,
29,0.5857892224200513,0.14313958404098912,
30,0.5982070476641009,0.15224999999999997,
31,0.6098960497673037,0.16154590913169622,
32,0.6208419874811496,0.1710159858027259,
33,0.6310315248666265,0.18064869218341886,
34,0.6404522475420084,0.19043229230485484,
35,0.6490926778078662,0.20035486635733382,
36,0.6569422886308772,0.2104043252128285,
37,0.6639915164693938,0.22056842515372374,
38,0.6702317729251446,0.2308347827899012,
39,0.6756554552068762,0.24119089014599224,
40,0.6802559553931826,0.25162412990041966,
41,0.6840276684832397,0.26212179075766007,
42,0.6869659992256347,0.27267108293499953,
43,0.6890673677169735,0.2832591537449138,
44,0.6903292137634404,0.29387310325408844,
45,0.69075,0.30450000000000005,
46,0.6903292137634404,0.3151268967459116,
47,0.6890673677169735,0.3257408462550861,
48,0.6869659992256347,0.3363289170650005,
49,0.6840276684832397,0.3468782092423399,
50,0.6802559553931826,0.3573758700995803,
51,0.6756554552068763,0.3678091098540077,
52,0.6702317729251446,0.3781652172100988,
53,0.6639915164693938,0.3884315748462762,
54,0.6569422886308773,0.3985956747871715,
55,0.6490926778078662,0.4086451336426661,
56,0.6404522475420084,0.41856770769514523,
57,0.6310315248666265,0.4283513078165812,
58,0.6208419874811495,0.4379840141972742,
59,0.6098960497673037,0.4474540908683038,
60,0.598207047664101,0.45674999999999993,
61,0.5857892224200513,0.4658604159590108,
62,0.5726577032423951,0.4747742391068423,
63,0.5588284888644949,0.483480609323058,
64,0.5443184280538432,0.49196891923666297,
65,0.529145199084434,0.5002288271495512,
66,0.51332728819851,0.5082502696362723,
67,0.49688396708392324,0.5160234738047648,
68,0.47983526939455223,0.5235389692031193,
69,0.46220196634238137,0.5307875993578666,
70,0.44400554139097714,0.5377605329297287,
71,0.42526816408119855,0.5444492744732468,
72,0.4060126630210259,0.5508456747871714,
73,0.3862624980724184,0.5569419408430102,
74,0.3660417317690863,0.5627306452796317,
75,0.34537499999999993,0.5682047354523616,
76,0.324287481994354,0.5733575420255432,
77,0.3028048696445551,0.5781827870980963,
78,0.28095333620460916,0.582674591852172,
79,0.2587595044020414,0.5868274837155868,
80,0.23625041400220578,0.5906364030293091,
81,0.21345348886449497,0.5940967092118743,
82,0.1903965035305922,0.5972041864132182,
83,0.16710754938547048,0.5999550486510409,
84,0.14361500043236725,0.6023459444234438,
85,0.11994747872343209,0.6043739607922174,
86,0.09613381948816511,0.606036626931808,
87,0.07220303600213182,0.6073319171396392,
88,0.048184284238754704,0.6082582533041165,
89,0.024106827347252665,0.6088145068273146,
90,8.459247765110342e-17,0.609,
91,-0.024106827347252495,0.6088145068273146,
92,-0.04818428423875453,0.6082582533041165,
93,-0.07220303600213165,0.6073319171396392,
94,-0.09613381948816525,0.606036626931808,
95,-0.11994747872343221,0.6043739607922174,
96,-0.14361500043236738,0.6023459444234438,
97,-0.16710754938547032,0.599955048651041,
98,-0.19039650353059204,0.5972041864132182,
99,-0.21345348886449483,0.5940967092118743,
100,-0.23625041400220562,0.5906364030293091,
101,-0.2587595044020412,0.5868274837155868,
102,-0.280953336204609,0.5826745918521721,
103,-0.3028048696445552,0.5781827870980963,
104,-0.3242874819943541,0.5733575420255432,
105,-0.34537500000000004,0.5682047354523616,
106,-0.3660417317690862,0.5627306452796317,
107,-0.38626249807241825,0.5569419408430102,
108,-0.40601266302102573,0.5508456747871715,
109,-0.4252681640811984,0.5444492744732469,
110,-0.444005541390977,0.5377605329297288,
111,-0.4622019663423813,0.5307875993578666,
112,-0.47983526939455234,0.5235389692031193,
113,-0.4968839670839233,0.5160234738047645,
114,-0.5133272881985101,0.5082502696362723,
115,-0.5291451990844339,0.5002288271495513,
116,-0.5443184280538433,0.49196891923666286,
117,-0.5588284888644949,0.48348060932305814,
118,-0.5726577032423952,0.4747742391068423,
119,-0.5857892224200512,0.46586041595901095,
120,-0.5982070476641008,0.45675000000000004,
121,-0.6098960497673038,0.4474540908683038,
122,-0.6208419874811495,0.4379840141972742,
123,-0.6310315248666266,0.4283513078165812,
124,-0.6404522475420084,0.41856770769514523,
125,-0.6490926778078662,0.408645133642666,
126,-0.6569422886308772,0.3985956747871715,
127,-0.6639915164693938,0.38843157484627616,
128,-0.6702317729251446,0.3781652172100988,
129,-0.6756554552068762,0.3678091098540079,
130,-0.6802559553931826,0.3573758700995803,
131,-0.6840276684832396,0.34687820924234003,
132,-0.6869659992256348,0.3363289170650005,
133,-0.6890673677169735,0.32574084625508626,
134,-0.6903292137634404,0.31512689674591143,
135,-0.69075,0.30450000000000005,
136,-0.6903292137634404,0.29387310325408833,
137,-0.6890673677169736,0.2832591537449138,
138,-0.6869659992256348,0.27267108293499964,
139,-0.6840276684832397,0.26212179075766007,
140,-0.6802559553931827,0.2516241299004198,
141,-0.6756554552068762,0.24119089014599224,
142,-0.6702317729251446,0.23083478278990127,
143,-0.6639915164693937,0.22056842515372366,
144,-0.6569422886308773,0.2104043252128286,
145,-0.6490926778078662,0.20035486635733377,
146,-0.6404522475420084,0.19043229230485484,
147,-0.6310315248666267,0.18064869218341897,
148,-0.6208419874811496,0.1710159858027259,
149,-0.6098960497673038,0.16154590913169636,
150,-0.5982070476641009,0.15224999999999997,
151,-0.5857892224200513,0.14313958404098917,
152,-0.572657703242395,0.13422576089315755,
153,-0.558828488864495,0.12551939067694196,
154,-0.544318428053843,0.11703108076333699,
155,-0.5291451990844341,0.10877117285044881,
156,-0.5133272881985103,0.10074973036372778,
157,-0.49688396708392324,0.09297652619523533,
158,-0.47983526939455257,0.0854610307968808,
159,-0.46220196634238125,0.07821240064213343,
160,-0.4440055413909772,0.07123946707027125,
161,-0.4252681640811984,0.06455072552675313,
162,-0.40601266302102595,0.05815432521282854,
163,-0.3862624980724182,0.05205805915698976,
164,-0.36604173176908633,0.046269354720368305,
165,-0.3453750000000003,0.040795264547638516,
166,-0.3242874819943541,0.03564245797445675,
167,-0.3028048696445555,0.030817212901903705,
168,-0.28095333620460894,0.026325408147828022,
169,-0.25875950440204143,0.02217251628441327,
170,-0.2362504140022056,0.01836359697069088,
171,-0.2134534888644951,0.014903290788125759,
172,-0.190396503530592,0.011795813586781886,
173,-0.16710754938547057,0.009044951348959083,
174,-0.14361500043236763,0.006654055576556216,
175,-0.11994747872343216,0.004626039207782648,
176,-0.0961338194881655,0.002963373068191858,
177,-0.0722030360021316,0.0016680828603607674,
178,-0.04818428423875478,0.0007417466958835239,
179,-0.024106827347252443,0.00018549317268534864,
180,-1.6918495530220683e-16,9.133537076410712e-33,
181,0.024106827347252717,0.00018549317268535284,
182,0.04818428423875445,0.0007417466958835136,
183,0.07220303600213125,0.0016680828603607518,
184,0.09613381948816516,0.0029633730681918368,
185,0.11994747872343184,0.004626039207782621,
186,0.14361500043236727,0.006654055576556186,
187,0.16710754938547023,0.009044951348959048,
188,0.1903965035305923,0.01179581358678192,
189,0.21345348886449475,0.014903290788125712,
190,0.2362504140022058,0.018363596970690923,
191,0.25875950440204115,0.022172516284413215,
192,0.28095333620460916,0.02632540814782807,
193,0.30280486964455516,0.030817212901903646,
194,0.32428748199435375,0.03564245797445668,
195,0.345375,0.04079526454763844,
196,0.3660417317690861,0.04626935472036823,
197,0.3862624980724184,0.052058059156989814,
198,0.4060126630210257,0.058154325212828456,
199,0.42526816408119855,0.0645507255267532,
200,0.444005541390977,0.07123946707027115,
201,0.4622019663423815,0.07821240064213351,
202,0.47983526939455234,0.08546103079688071,
203,0.4968839670839231,0.09297652619523523,
204,0.51332728819851,0.10074973036372767,
205,0.5291451990844339,0.1087711728504487,
206,0.5443184280538432,0.11703108076333708,
207,0.5588284888644948,0.12551939067694184,
208,0.5726577032423952,0.13422576089315763,
209,0.5857892224200512,0.14313958404098903,
210,0.598207047664101,0.15225000000000005,
211,0.6098960497673037,0.16154590913169622,
212,0.6208419874811495,0.1710159858027258,
213,0.6310315248666265,0.18064869218341886,
214,0.6404522475420082,0.19043229230485467,
215,0.6490926778078662,0.20035486635733393,
216,0.6569422886308772,0.21040432521282842,
217,0.6639915164693938,0.2205684251537238,
218,0.6702317729251446,0.2308347827899011,
219,0.6756554552068763,0.2411908901459924,
220,0.6802559553931826,0.25162412990041966,
221,0.6840276684832396,0.2621217907576599,
222,0.6869659992256347,0.27267108293499953,
223,0.6890673677169735,0.2832591537449137,
224,0.6903292137634404,0.29387310325408844,
225,0.69075,0.30449999999999994,
226,0.6903292137634404,0.3151268967459116,
227,0.6890673677169736,0.3257408462550861,
228,0.6869659992256347,0.33632891706500057,
229,0.6840276684832397,0.3468782092423399,
230,0.6802559553931827,0.3573758700995801,
231,0.6756554552068763,0.3678091098540074,
232,0.6702317729251445,0.378165217210099,
233,0.6639915164693937,0.3884315748462762,
234,0.6569422886308773,0.3985956747871714,
235,0.6490926778078664,0.4086451336426659,
236,0.6404522475420082,0.4185677076951454,
237,0.6310315248666265,0.42835130781658126,
238,0.6208419874811496,0.43798401419727406,
239,0.6098960497673039,0.4474540908683035,
240,0.5982070476641014,0.45674999999999977,
241,0.585789222420051,0.46586041595901095,
242,0.572657703242395,0.47477423910684247,
243,0.558828488864495,0.483480609323058,
244,0.5443184280538435,0.49196891923666275,
245,0.5291451990844337,0.5002288271495514,
246,0.51332728819851,0.5082502696362724,
247,0.4968839670839233,0.5160234738047645,
248,0.4798352693945526,0.5235389692031192,
249,0.46220196634238175,0.5307875993578663,
250,0.4440055413909768,0.5377605329297288,
251,0.42526816408119844,0.5444492744732469,
252,0.40601266302102595,0.5508456747871714,
253,0.3862624980724188,0.5569419408430101,
254,0.36604173176908594,0.5627306452796319,
255,0.3453749999999998,0.5682047354523616,
256,0.32428748199435414,0.5733575420255432,
257,0.30280486964455555,0.5781827870980962,
258,0.28095333620460955,0.582674591852172,
259,0.25875950440204093,0.5868274837155868,
260,0.23625041400220564,0.5906364030293091,
261,0.21345348886449517,0.5940967092118742,
262,0.19039650353059268,0.597204186413218,
263,0.16710754938547007,0.599955048651041,
264,0.1436150004323671,0.6023459444234439,
265,0.11994747872343224,0.6043739607922174,
266,0.09613381948816559,0.606036626931808,
267,0.07220303600213229,0.6073319171396392,
268,0.04818428423875425,0.6082582533041165,
269,0.024106827347252526,0.6088145068273146,
270,2.5377743295331026e-16,0.609,
271,-0.024106827347252016,0.6088145068273146,
272,-0.048184284238754975,0.6082582533041165,
273,-0.07220303600213178,0.6073319171396392,
274,-0.09613381948816509,0.6060366269318083,
275,-0.11994747872343174,0.6043739607922174,
276,-0.1436150004323666,0.6023459444234439,
277,-0.16710754938547076,0.5999550486510409,
278,-0.1903965035305922,0.5972041864132182,
279,-0.21345348886449467,0.5940967092118743,
280,-0.23625041400220514,0.5906364030293092,
281,-0.2587595044020416,0.5868274837155866,
282,-0.2809533362046091,0.582674591852172,
283,-0.3028048696445551,0.5781827870980963,
284,-0.3242874819943537,0.5733575420255433,
285,-0.34537499999999943,0.5682047354523617,
286,-0.36604173176908655,0.5627306452796316,
287,-0.38626249807241836,0.5569419408430102,
288,-0.40601266302102557,0.5508456747871715,
289,-0.425268164081198,0.544449274473247,
290,-0.44400554139097737,0.5377605329297287,
291,-0.46220196634238137,0.5307875993578666,
292,-0.47983526939455223,0.5235389692031193,
293,-0.49688396708392296,0.5160234738047649,
294,-0.5133272881985096,0.5082502696362725,
295,-0.5291451990844342,0.5002288271495511,
296,-0.5443184280538432,0.49196891923666297,
297,-0.5588284888644948,0.4834806093230582,
298,-0.5726577032423947,0.4747742391068426,
299,-0.5857892224200515,0.46586041595901073,
300,-0.598207047664101,0.45674999999999993,
301,-0.6098960497673037,0.4474540908683038,
302,-0.6208419874811494,0.4379840141972742,
303,-0.6310315248666263,0.42835130781658143,
304,-0.6404522475420085,0.4185677076951451,
305,-0.6490926778078662,0.4086451336426661,
306,-0.6569422886308772,0.3985956747871716,
307,-0.6639915164693936,0.38843157484627644,
308,-0.6702317729251446,0.37816521721009866,
309,-0.6756554552068763,0.3678091098540076,
310,-0.6802559553931826,0.35737587009958033,
311,-0.6840276684832396,0.3468782092423401,
312,-0.6869659992256347,0.3363289170650008,
313,-0.6890673677169736,0.32574084625508604,
314,-0.6903292137634404,0.31512689674591143,
315,-0.69075,0.3045000000000001,
316,-0.6903292137634404,0.2938731032540887,
317,-0.6890673677169735,0.2832591537449136,
318,-0.6869659992256347,0.2726710829349994,
319,-0.6840276684832397,0.2621217907576601,
320,-0.6802559553931827,0.25162412990041993,
321,-0.6756554552068763,0.24119089014599257,
322,-0.6702317729251445,0.2308347827899011,
323,-0.6639915164693938,0.22056842515372374,
324,-0.6569422886308774,0.21040432521282867,
325,-0.6490926778078664,0.20035486635733415,
326,-0.6404522475420082,0.1904322923048546,
327,-0.6310315248666265,0.18064869218341875,
328,-0.6208419874811497,0.17101598580272595,
329,-0.6098960497673039,0.16154590913169642,
330,-0.5982070476641014,0.15225000000000027,
331,-0.5857892224200512,0.143139584040989,
332,-0.5726577032423951,0.1342257608931576,
333,-0.5588284888644951,0.12551939067694204,
334,-0.5443184280538436,0.11703108076333725,
335,-0.5291451990844338,0.10877117285044866,
336,-0.51332728819851,0.10074973036372764,
337,-0.49688396708392335,0.09297652619523539,
338,-0.4798352693945526,0.08546103079688086,
339,-0.46220196634238186,0.07821240064213367,
340,-0.4440055413909768,0.07123946707027114,
341,-0.42526816408119844,0.06455072552675317,
342,-0.406012663021026,0.0581543252128286,
343,-0.38626249807241886,0.05205805915698996,
344,-0.36604173176908594,0.04626935472036821,
345,-0.34537499999999993,0.040795264547638405,
346,-0.3242874819943542,0.03564245797445679,
347,-0.3028048696445556,0.030817212901903743,
348,-0.28095333620460966,0.02632540814782816,
349,,,
350,,,
351,,,
352,-0.7213,0.01629,-0.0392
353,-0.5825,0.01422,-0.0459
354,-0.4408,0.01231,-0.0529
355,-0.3044,0.01071,-0.0583
356,-0.1886,0.00949,-0.0589
357,-0.0806,0.00845,-0.0576
358,-0.03165000000000001,0.008201666666666666,-0.0561
359,0.019083333333333338,0.006416666666666666,-0.0537
360,0.05051666666666666,0.004834999999999999,-0.05
